gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
ELP4,1.07911E-32,0.467896433,0.509,0.488,3.21207E-28,0
PDXDC1,1.4011E-32,0.427875931,0.507,0.497,4.17051E-28,0
KDM2B,1.58269E-32,0.56164239,0.432,0.409,4.71104E-28,0
FAM8A1,1.61337E-32,0.571244342,0.315,0.274,4.80236E-28,0
TRIM56,2.13751E-32,0.358640251,0.583,0.587,6.36252E-28,0
PIK3CG,2.42479E-32,0.486904707,0.432,0.408,7.21764E-28,0
AL021707.1,2.81046E-32,0.591286936,0.314,0.273,8.3656E-28,0
POLR2B,3.1572E-32,0.408931053,0.544,0.542,9.39772E-28,0
GABPB2,3.4076E-32,0.620767913,0.313,0.273,1.01431E-27,0
TNFRSF14,3.63013E-32,0.470449333,0.526,0.525,1.08054E-27,0
ARRDC3,3.6514E-32,0.671329461,0.28,0.234,1.08688E-27,0
RAB3GAP2,5.00997E-32,0.359301903,0.599,0.605,1.49127E-27,0
MRPS27,6.50816E-32,0.599882839,0.391,0.362,1.93722E-27,0
CHFR,7.75925E-32,0.36954662,0.535,0.539,2.30962E-27,0
THOC2,1.00994E-31,0.289353331,0.671,0.689,3.0062E-27,0
HLA-F,1.0634E-31,0.433425927,0.747,0.749,3.16532E-27,0
RINL,1.27622E-31,0.786874346,0.263,0.225,3.79879E-27,0
SUPT6H,2.92728E-31,0.446446691,0.509,0.511,8.71333E-27,0
MRE11,3.35878E-31,0.550146999,0.41,0.384,9.99775E-27,0
DBF4,5.08774E-31,0.466595104,0.433,0.392,1.51442E-26,0
GPR137B,6.9114E-31,0.848638626,0.271,0.231,2.05725E-26,0
R3HCC1L,7.49504E-31,0.385257607,0.582,0.591,2.23097E-26,0
SLC16A7,7.78893E-31,0.454763159,0.45,0.413,2.31845E-26,0
ITPR1,7.90587E-31,0.348919388,0.575,0.567,2.35326E-26,0
CEP250,7.9771E-31,0.630188574,0.314,0.277,2.37446E-26,0
KRAS,8.39905E-31,0.286348679,0.661,0.664,2.50006E-26,0
SLMAP,9.99102E-31,0.251292393,0.715,0.745,2.97393E-26,0
DIS3L2,1.16941E-30,0.459218431,0.513,0.505,3.48086E-26,0
HERC4,1.25939E-30,0.252107458,0.692,0.714,3.74871E-26,0
SLC10A7,1.33236E-30,0.512708006,0.436,0.415,3.9659E-26,0
NR2C1,1.36868E-30,0.547149777,0.373,0.344,4.07402E-26,0
MYSM1,1.75747E-30,0.498625539,0.431,0.413,5.23129E-26,0
RNASEH2B,1.78257E-30,0.282629191,0.606,0.585,5.30599E-26,0
PTGER2,1.78385E-30,0.525812373,0.324,0.283,5.30982E-26,0
HIBCH,1.93601E-30,0.480335172,0.452,0.43,5.76272E-26,0
MCM3AP,2.13868E-30,0.597667534,0.368,0.344,6.36598E-26,0
SLC30A9,2.31366E-30,0.507285319,0.447,0.435,6.88683E-26,0
GATAD2B,2.66277E-30,0.25967218,0.665,0.683,7.92599E-26,0
NCOR2,2.95612E-30,0.375886518,0.542,0.529,8.7992E-26,0
DGKE,2.95631E-30,0.64056747,0.302,0.262,8.79975E-26,0
ATAD1,3.20813E-30,0.55773488,0.415,0.393,9.54933E-26,0
TBC1D2B,4.08196E-30,0.464495555,0.481,0.474,1.21504E-25,0
DDX24,4.56618E-30,0.301849239,0.665,0.67,1.35917E-25,0
ATXN7L1,5.02945E-30,0.533785922,0.492,0.477,1.49707E-25,0
NIPAL3,5.06927E-30,0.518603632,0.369,0.332,1.50892E-25,0
WDR81,5.61055E-30,0.74045256,0.251,0.212,1.67004E-25,0
RAB11FIP4,6.59848E-30,0.601276165,0.286,0.247,1.9641E-25,0
ZNF490,6.78334E-30,0.696930767,0.271,0.233,2.01913E-25,0
OPA1,1.03763E-29,0.389366664,0.578,0.591,3.08861E-25,0
BAZ2A,1.14096E-29,0.333568597,0.581,0.595,3.39618E-25,0
ZNF101,1.14597E-29,0.490096921,0.376,0.344,3.41109E-25,0
OPRM1,1.56473E-29,0.680791417,0.273,0.232,4.65756E-25,0
ATP6V0A2,1.78462E-29,0.61288889,0.343,0.313,5.31209E-25,0
C9orf78,1.91463E-29,0.340106385,0.601,0.6,5.69907E-25,0
TRIM23,2.00612E-29,0.658083424,0.26,0.22,5.97143E-25,0
PSD4,2.0855E-29,0.55514972,0.378,0.352,6.20771E-25,0
IK,2.34331E-29,0.303289303,0.621,0.631,6.9751E-25,0
ADAM8,2.74741E-29,0.461282287,0.368,0.33,8.17795E-25,0
ZNF236,3.49045E-29,0.509482918,0.421,0.399,1.03897E-24,0
CEP192,3.5379E-29,0.350780596,0.562,0.555,1.05309E-24,0
VPS33A,4.02892E-29,0.649572607,0.331,0.304,1.19925E-24,0
ZNF791,7.74516E-29,0.568537815,0.365,0.339,2.30542E-24,0
ERCC6L2,9.06773E-29,0.443303266,0.469,0.449,2.6991E-24,0
CCDC7,1.05775E-28,0.42113373,0.384,0.341,3.14849E-24,0
UPF3A,1.67644E-28,0.381209653,0.484,0.475,4.99009E-24,0
BTBD10,2.23123E-28,0.444719252,0.472,0.461,6.64148E-24,0
TBRG1,2.27922E-28,0.477608843,0.529,0.535,6.78431E-24,0
ZDHHC17,2.3095E-28,0.46422177,0.477,0.469,6.87444E-24,0
NME7,2.87183E-28,0.731213457,0.272,0.234,8.5483E-24,0
ZNF407,3.14805E-28,0.297488605,0.655,0.665,9.37047E-24,0
PREPL,3.27856E-28,0.778970256,0.251,0.213,9.75897E-24,0
RAB37,3.89502E-28,0.251814505,0.329,0.29,1.15939E-23,0
ARMH4,4.01168E-28,0.53736171,0.354,0.322,1.19412E-23,0
SHPRH,4.76877E-28,0.533752771,0.436,0.42,1.41947E-23,0
C6orf89,5.33485E-28,0.467262255,0.432,0.42,1.58797E-23,0
RPS6KA1,6.96465E-28,0.440676716,0.484,0.477,2.0731E-23,0
COX10-AS1,9.49347E-28,0.506647566,0.341,0.303,2.82583E-23,0
FAM117A,9.63459E-28,0.547999484,0.331,0.295,2.86783E-23,0
GPR65,1.01594E-27,0.456175964,0.399,0.378,3.02405E-23,0
VPS39,1.12364E-27,0.550122455,0.375,0.354,3.34462E-23,0
RABL3,1.12954E-27,0.678930921,0.341,0.316,3.3622E-23,0
FNTA,1.20562E-27,0.373512975,0.569,0.578,3.58864E-23,0
CTR9,1.38903E-27,0.430228426,0.454,0.445,4.1346E-23,0
SREK1,1.39086E-27,0.324236388,0.603,0.614,4.14002E-23,0
ACSS1,2.31021E-27,0.54522037,0.335,0.302,6.87657E-23,0
SNAPC3,3.11408E-27,0.573967852,0.335,0.306,9.26938E-23,0
DGKH,3.77311E-27,0.308923522,0.413,0.368,1.1231E-22,0
SIRPG,3.93296E-27,0.52825326,0.273,0.228,1.17068E-22,0
RNF167,4.54953E-27,0.611542695,0.404,0.386,1.35421E-22,0
MCM9,5.05482E-27,0.417079256,0.513,0.504,1.50462E-22,0
ZDHHC21,6.24606E-27,0.508928452,0.371,0.341,1.8592E-22,0
SLU7,6.75113E-27,0.459746352,0.463,0.461,2.00954E-22,0
KLF3,7.25822E-27,0.512130011,0.534,0.526,2.16048E-22,0
RAD51-AS1,8.29553E-27,0.609528201,0.28,0.243,2.46925E-22,0
ANKUB1,1.14951E-26,0.365067119,0.497,0.48,3.42164E-22,0
AMMECR1,1.51482E-26,0.555302065,0.365,0.338,4.509E-22,0
CDK12,2.21007E-26,0.313198674,0.598,0.613,6.57849E-22,0
VPS36,2.89796E-26,0.350987286,0.561,0.571,8.62608E-22,0
PTCD3,3.26106E-26,0.540128761,0.398,0.381,9.70689E-22,0
SMARCA5,3.80671E-26,0.288575597,0.644,0.651,1.1331E-21,0
CLK1,3.89278E-26,0.368527969,0.561,0.571,1.15873E-21,0
MAU2,4.34979E-26,0.49206797,0.422,0.411,1.29476E-21,0
CSNK2A2,4.4633E-26,0.453843426,0.435,0.428,1.32855E-21,0
MRFAP1L1,4.97288E-26,0.660682624,0.302,0.272,1.48023E-21,0
SENP7,5.03866E-26,0.25163639,0.638,0.644,1.49981E-21,0
ERMP1,5.39051E-26,0.622857088,0.266,0.231,1.60454E-21,0
TRIP11,5.5596E-26,0.452627822,0.481,0.479,1.65487E-21,0
CLIP4,5.97741E-26,0.504711494,0.399,0.372,1.77923E-21,0
APPBP2,7.41278E-26,0.432754452,0.476,0.471,2.20649E-21,0
LONP2,8.85429E-26,0.371567722,0.583,0.594,2.63557E-21,0
LINC01004,9.37065E-26,0.495835809,0.378,0.35,2.78927E-21,0
PPIP5K2,1.02229E-25,0.350078601,0.56,0.57,3.04295E-21,0
DNAJB1,1.21701E-25,0.786090901,0.342,0.323,3.62255E-21,0
CRAMP1,1.25615E-25,0.606168277,0.288,0.254,3.73904E-21,0
NDUFB9,1.3035E-25,0.260827928,0.639,0.637,3.87999E-21,0
FBXW2,1.5152E-25,0.457854226,0.419,0.407,4.51015E-21,0
RNF34,1.6184E-25,0.432034529,0.497,0.495,4.81734E-21,0
RNF216,1.64679E-25,0.286996161,0.634,0.648,4.90183E-21,0
MDM4,1.78019E-25,0.260898876,0.658,0.685,5.29892E-21,0
WDR48,2.8109E-25,0.400538877,0.481,0.474,8.36691E-21,0
RBM5,2.89868E-25,0.330517685,0.559,0.573,8.6282E-21,0
RAD50,3.10361E-25,0.466514887,0.481,0.478,9.2382E-21,0
AOPEP,3.16127E-25,0.50477228,0.408,0.385,9.40984E-21,0
RPF1,3.61178E-25,0.555161543,0.443,0.438,1.07508E-20,0
TAF3,3.77346E-25,0.325481048,0.586,0.586,1.12321E-20,0
WDR20,4.38974E-25,0.399161419,0.499,0.496,1.30665E-20,0
CLTC,4.481E-25,0.272239377,0.643,0.653,1.33381E-20,0
CDC40,7.084E-25,0.336188205,0.591,0.604,2.10862E-20,0
RMC1,7.28122E-25,0.49495769,0.397,0.379,2.16733E-20,0
SEL1L,1.01479E-24,0.40631519,0.486,0.487,3.02063E-20,0
PPP5C,1.02932E-24,0.612919302,0.306,0.276,3.06388E-20,0
PRPF18,1.26555E-24,0.496860255,0.428,0.419,3.76703E-20,0
VPS4B,1.44702E-24,0.281215398,0.639,0.66,4.30721E-20,0
XPO4,1.52689E-24,0.425468573,0.511,0.51,4.54495E-20,0
RTF1,1.91324E-24,0.261664651,0.666,0.679,5.69495E-20,0
PCCA,2.06879E-24,0.298570253,0.482,0.456,6.15797E-20,0
ASMTL,2.26673E-24,0.53598258,0.401,0.388,6.74716E-20,0
CHMP4A,2.53736E-24,0.362086679,0.546,0.553,7.55271E-20,0
CENPK,2.6488E-24,0.278455713,0.377,0.322,7.88442E-20,0
FBXW4,2.87043E-24,0.414841888,0.449,0.436,8.54411E-20,0
TBCD,3.37461E-24,0.572149955,0.372,0.352,1.00449E-19,0
ZNF428,3.53278E-24,0.493415051,0.364,0.346,1.05157E-19,0
TTC37,3.63682E-24,0.40388121,0.518,0.52,1.08254E-19,0
EXOG,4.61099E-24,0.644989962,0.334,0.309,1.37251E-19,0
SUPV3L1,5.12763E-24,0.660783663,0.295,0.267,1.52629E-19,0
H1FX,5.2369E-24,0.388115926,0.593,0.585,1.55882E-19,0
BRD7,6.2458E-24,0.285089347,0.639,0.647,1.85912E-19,0
RUNX2,1.00438E-23,0.437589312,0.417,0.39,2.98964E-19,0
ERCC3,1.10464E-23,0.677186829,0.295,0.268,3.28807E-19,0
EAPP,1.28346E-23,0.35894573,0.571,0.593,3.82033E-19,0
PDLIM2,1.2942E-23,0.622462978,0.378,0.363,3.85232E-19,0
ZBTB44,1.66358E-23,0.490674763,0.448,0.442,4.9518E-19,0
EPS15L1,1.81422E-23,0.43164714,0.436,0.428,5.4002E-19,0
INSYN2B,1.97327E-23,0.62757766,0.342,0.318,5.87364E-19,0
CNOT1,3.59892E-23,0.290365687,0.616,0.633,1.07125E-18,0
UBE4A,3.96264E-23,0.44235595,0.485,0.488,1.17952E-18,0
USP11,4.20564E-23,0.649852,0.285,0.252,1.25185E-18,0
FBXO21,4.22501E-23,0.501997713,0.394,0.377,1.25762E-18,0
MRPL54,4.46594E-23,0.325728578,0.527,0.523,1.32933E-18,0
PPARA,4.80716E-23,0.614823851,0.286,0.254,1.4309E-18,0
KIF13B,5.29521E-23,0.323917162,0.54,0.533,1.57617E-18,0
POLG,6.40737E-23,0.570304018,0.328,0.305,1.90722E-18,0
GMCL1,6.44015E-23,0.354231483,0.474,0.463,1.91697E-18,0
FAM13B,6.46839E-23,0.311092628,0.604,0.623,1.92538E-18,0
ACSL5,7.6792E-23,0.577295035,0.365,0.35,2.28579E-18,0
USP7,7.94917E-23,0.303412935,0.586,0.603,2.36615E-18,0
TECPR1,8.85227E-23,0.498882535,0.366,0.345,2.63497E-18,0
ATG12,1.00787E-22,0.408755208,0.494,0.499,3.00002E-18,0
ATP2C1,1.08118E-22,0.306840469,0.537,0.538,3.21824E-18,0
EHD1,1.20037E-22,0.330419182,0.481,0.475,3.57303E-18,0
MFSD14A,1.26175E-22,0.407068003,0.539,0.554,3.75572E-18,0
PYROXD1,1.32608E-22,0.474058016,0.428,0.422,3.94722E-18,0
KIF3B,1.36391E-22,0.536434158,0.306,0.277,4.0598E-18,0
NMRK1,1.37867E-22,0.484748927,0.291,0.258,4.10375E-18,0
SLC7A6OS,2.05754E-22,0.531646134,0.369,0.355,6.12448E-18,0
NSMAF,2.34116E-22,0.481207328,0.472,0.472,6.96871E-18,0
PRPF38A,3.24749E-22,0.452157598,0.426,0.422,9.66649E-18,0
LCLAT1,3.25543E-22,0.46470807,0.378,0.351,9.69011E-18,0
ATXN10,3.88109E-22,0.324837549,0.589,0.594,1.15525E-17,0
C11orf49,4.34714E-22,0.544899683,0.325,0.292,1.29397E-17,0
AC068282.1,4.98547E-22,0.514343097,0.387,0.372,1.48397E-17,0
HLCS,6.29037E-22,0.600287545,0.308,0.276,1.87239E-17,0
CDR2,7.36749E-22,0.290998106,0.57,0.562,2.19301E-17,0
POLR3A,8.10696E-22,0.671517819,0.261,0.233,2.41312E-17,0
TFEB,8.67579E-22,0.587112202,0.313,0.29,2.58244E-17,0
NCBP1,1.06504E-21,0.494921521,0.384,0.37,3.17021E-17,0
ARMC8,1.15408E-21,0.365714437,0.527,0.541,3.43524E-17,0
PKN1,1.29404E-21,0.399272602,0.523,0.535,3.85185E-17,0
S100PBP,1.68009E-21,0.393681036,0.437,0.424,5.00097E-17,0
SLFN13,1.72237E-21,0.383239741,0.282,0.245,5.12679E-17,0
XKR6,2.12082E-21,0.396815616,0.347,0.313,6.31284E-17,0
VTA1,2.33659E-21,0.471584552,0.46,0.467,6.9551E-17,0
BORCS5,2.35726E-21,0.477147626,0.385,0.365,7.01663E-17,0
EMSY,2.38456E-21,0.461331631,0.429,0.417,7.09789E-17,0
PHF11,2.69707E-21,0.336900745,0.562,0.58,8.02809E-17,0
TENT4B,2.75158E-21,0.463116357,0.424,0.412,8.19036E-17,0
TMX3,3.01682E-21,0.450488534,0.443,0.442,8.97987E-17,0
ZNF789,3.18815E-21,0.538147951,0.325,0.302,9.48984E-17,0
CCNK,3.67631E-21,0.325049576,0.562,0.577,1.09429E-16,0
FAM98B,4.80724E-21,0.551403568,0.344,0.326,1.43092E-16,0
TRAPPC13,5.20605E-21,0.618430243,0.311,0.289,1.54963E-16,0
FXR1,5.97942E-21,0.273464046,0.623,0.649,1.77983E-16,0
RGS3,6.45477E-21,0.483758631,0.279,0.244,1.92133E-16,0
TGS1,9.74053E-21,0.459384544,0.461,0.457,2.89937E-16,0
PCYT1A,1.12841E-20,0.307187878,0.486,0.482,3.35882E-16,0
RPE,1.18926E-20,0.554321003,0.305,0.283,3.53994E-16,0
CAND1,1.5223E-20,0.37679291,0.487,0.479,4.53129E-16,0
GOLPH3,1.84607E-20,0.317122231,0.584,0.603,5.495E-16,0
WWOX,1.86945E-20,0.375465498,0.535,0.52,5.56462E-16,0
GCLM,2.33829E-20,0.411208864,0.326,0.299,6.96017E-16,0
FBXL20,2.45321E-20,0.289500501,0.558,0.555,7.30222E-16,0
MTR,3.36191E-20,0.433622211,0.454,0.448,1.00071E-15,0
ZNF655,3.39172E-20,0.398994693,0.485,0.494,1.00958E-15,0
RFFL,3.54815E-20,0.349990513,0.489,0.485,1.05614E-15,0
MAP2K5,3.70573E-20,0.443364355,0.492,0.493,1.10305E-15,0
TRIP4,4.21281E-20,0.461278728,0.398,0.388,1.25399E-15,0
NEK7,4.30656E-20,0.273790058,0.654,0.676,1.28189E-15,0
BLZF1,4.40163E-20,0.563068266,0.338,0.319,1.31019E-15,0
KMT5B,5.01933E-20,0.381726964,0.484,0.481,1.49405E-15,0
CSK,5.80877E-20,0.307697914,0.625,0.633,1.72904E-15,0
RNF20,5.932E-20,0.576394576,0.359,0.349,1.76572E-15,0
EZH1,6.0054E-20,0.536862247,0.354,0.335,1.78757E-15,0
ACAA2,6.46003E-20,0.447818034,0.439,0.432,1.92289E-15,0
TRIM52,7.13922E-20,0.6101675,0.286,0.262,2.12506E-15,0
ITGB2-AS1,8.87194E-20,0.722416186,0.311,0.289,2.64082E-15,0
CBX4,9.8651E-20,0.517410426,0.345,0.324,2.93645E-15,0
DCAF8,1.16622E-19,0.448856524,0.431,0.43,3.47138E-15,0
SCAMP2,1.68286E-19,0.447712227,0.456,0.464,5.00921E-15,0
HEATR5B,1.91077E-19,0.399399684,0.487,0.487,5.6876E-15,0
AC104316.1,2.43219E-19,0.548251093,0.294,0.269,7.23966E-15,0
PHF12,2.50197E-19,0.512433522,0.357,0.341,7.44736E-15,0
SLC20A2,3.06248E-19,0.435442396,0.413,0.398,9.11577E-15,0
PWP1,3.58213E-19,0.529957514,0.391,0.384,1.06626E-14,0
AIP,3.88645E-19,0.450368564,0.457,0.455,1.15684E-14,0
ATG2B,4.94051E-19,0.524385156,0.32,0.297,1.47059E-14,0
TCTEX1D2,6.19573E-19,0.545944294,0.279,0.25,1.84422E-14,0
VPS54,7.21648E-19,0.299210058,0.56,0.57,2.14806E-14,0
CIAO1,7.33971E-19,0.447407384,0.469,0.479,2.18474E-14,0
GOSR1,7.74719E-19,0.444531286,0.459,0.471,2.30603E-14,0
CDK11B,9.21168E-19,0.360767344,0.525,0.531,2.74195E-14,0
TYW5,9.27881E-19,0.626755851,0.264,0.238,2.76193E-14,0
CDC73,1.06774E-18,0.27825969,0.611,0.634,3.17825E-14,0
VCP,1.07872E-18,0.292464849,0.623,0.639,3.21093E-14,0
ZSWIM8,1.19815E-18,0.559075131,0.302,0.281,3.56642E-14,0
CLPX,1.20744E-18,0.515666533,0.373,0.367,3.59407E-14,0
MIA3,1.39689E-18,0.391330619,0.49,0.505,4.15797E-14,0
USPL1,1.40625E-18,0.361170743,0.46,0.453,4.18585E-14,0
PIBF1,1.64869E-18,0.314968478,0.596,0.606,4.9075E-14,0
ANAPC10,1.93514E-18,0.495139799,0.395,0.386,5.76014E-14,0
GFM2,1.99338E-18,0.641126457,0.282,0.262,5.93349E-14,0
WDR37,2.03613E-18,0.369295394,0.505,0.514,6.06075E-14,0
MAP2K7,2.52596E-18,0.547622074,0.319,0.302,7.51876E-14,0
TAP2,2.57491E-18,0.361276595,0.523,0.537,7.66449E-14,0
IRAK4,2.57827E-18,0.400426088,0.452,0.457,7.67447E-14,0
ELP3,3.1309E-18,0.480387135,0.376,0.361,9.31943E-14,0
COG4,3.15998E-18,0.580237754,0.308,0.291,9.406E-14,0
AREL1,3.34386E-18,0.403395055,0.427,0.423,9.95333E-14,0
SETDB2,3.51493E-18,0.603635162,0.278,0.256,1.04625E-13,0
MIGA1,3.70161E-18,0.465419337,0.411,0.405,1.10182E-13,0
SPSB3,3.70345E-18,0.598563829,0.328,0.311,1.10237E-13,0
KRR1,4.06079E-18,0.409166082,0.471,0.468,1.20873E-13,0
CCDC32,4.07622E-18,0.480586856,0.347,0.332,1.21333E-13,0
GBP3,4.13904E-18,0.473036054,0.389,0.381,1.23203E-13,0
ELP6,7.38383E-18,0.632535984,0.298,0.279,2.19787E-13,0
SF3B2,8.16103E-18,0.253399141,0.661,0.67,2.42921E-13,0
SDAD1,8.52641E-18,0.463992777,0.433,0.434,2.53797E-13,0
CDC37L1,9.3425E-18,0.678615352,0.251,0.226,2.78089E-13,0
MRPL1,1.08519E-17,0.524972668,0.404,0.398,3.23017E-13,0
TOGARAM1,1.12412E-17,0.582250828,0.31,0.29,3.34604E-13,0
FAM193A,1.23897E-17,0.349448778,0.529,0.543,3.68791E-13,0
VPS26A,1.37277E-17,0.328203662,0.525,0.54,4.08619E-13,0
SHISAL2A,1.42337E-17,0.546247801,0.263,0.231,4.23679E-13,0
GOLGA3,1.57352E-17,0.461790648,0.357,0.346,4.68375E-13,0
MEX3C,2.22158E-17,0.36947304,0.346,0.323,6.61277E-13,0
UGGT1,2.27987E-17,0.381761892,0.486,0.491,6.78627E-13,0
ZNF131,2.50294E-17,0.348483412,0.552,0.568,7.45025E-13,0
CEP95,3.07155E-17,0.448269164,0.407,0.399,9.14279E-13,0
BRWD3,3.67342E-17,0.332905231,0.502,0.509,1.09343E-12,0
UFL1,3.82077E-17,0.466960638,0.453,0.463,1.13729E-12,0
HEATR1,4.30975E-17,0.509868321,0.354,0.341,1.28284E-12,0
MTG1,4.36643E-17,0.420050363,0.435,0.434,1.29971E-12,0
NDUFAF5,4.48744E-17,0.598132053,0.268,0.247,1.33573E-12,0
ARHGAP9,4.65397E-17,0.432771147,0.442,0.443,1.3853E-12,0
TRAPPC2,4.70339E-17,0.425530765,0.311,0.287,1.40001E-12,0
PI4KA,5.08392E-17,0.270214233,0.596,0.616,1.51328E-12,0
NBR1,5.09707E-17,0.392977204,0.412,0.408,1.51719E-12,0
CWC27,5.57352E-17,0.379160871,0.493,0.496,1.65902E-12,0
ITM2A,5.67557E-17,0.298698992,0.338,0.3,1.68939E-12,0
AC074032.1,6.09237E-17,0.480509559,0.376,0.365,1.81346E-12,0
ALDH9A1,6.86782E-17,0.55466991,0.325,0.315,2.04427E-12,0
SLC20A1,7.72683E-17,0.389590416,0.46,0.451,2.29997E-12,0
ZFPM1,8.45991E-17,0.360300627,0.344,0.327,2.51818E-12,0
B3GNT2,8.77631E-17,0.39350058,0.369,0.356,2.61236E-12,0
RNMT,1.07762E-16,0.362566897,0.536,0.553,3.20766E-12,0
TDRD3,1.08439E-16,0.462148467,0.427,0.421,3.2278E-12,0
MBTD1,1.86804E-16,0.368646886,0.469,0.47,5.56042E-12,0
OTUD4,2.14464E-16,0.458108007,0.423,0.424,6.38372E-12,0
ULK4,2.46719E-16,0.502163824,0.397,0.387,7.34383E-12,0
MINDY2,2.87241E-16,0.434067128,0.367,0.353,8.55E-12,0
ITPKB,3.21619E-16,0.43167569,0.386,0.369,9.57331E-12,0
MYCBP2-AS1,4.65051E-16,0.548449807,0.342,0.326,1.38427E-11,0
CYP20A1,4.67756E-16,0.402921366,0.493,0.509,1.39232E-11,0
HNRNPL,4.93693E-16,0.291128056,0.583,0.605,1.46953E-11,0
NRDE2,5.25648E-16,0.520203947,0.354,0.344,1.56464E-11,0
GRAMD4,5.25693E-16,0.47191995,0.302,0.282,1.56478E-11,0
CCDC14,5.72195E-16,0.435974873,0.37,0.348,1.7032E-11,0
ADH5,6.00096E-16,0.420260455,0.44,0.441,1.78625E-11,0
NOL8,6.33227E-16,0.444041157,0.399,0.396,1.88486E-11,0
MTERF1,6.45503E-16,0.596810904,0.25,0.225,1.9214E-11,0
SGPL1,6.61681E-16,0.621186413,0.268,0.248,1.96956E-11,0
ASCC2,6.64001E-16,0.50670432,0.387,0.387,1.97647E-11,0
STAMBPL1,8.38515E-16,0.451579572,0.338,0.315,2.49592E-11,0
ERGIC2,1.10817E-15,0.416228243,0.449,0.455,3.29859E-11,0
LMBRD2,1.12444E-15,0.540005106,0.263,0.242,3.34701E-11,0
ELK4,1.23466E-15,0.388965904,0.433,0.435,3.67509E-11,0
ODC1,1.28631E-15,0.290941888,0.347,0.33,3.82884E-11,0
AATF,1.47374E-15,0.280758227,0.586,0.605,4.38672E-11,0
COX10,1.91434E-15,0.474469048,0.359,0.351,5.69823E-11,0
AC131568.1,2.39702E-15,0.476774039,0.323,0.307,7.13498E-11,0
RARS2,2.39966E-15,0.410438956,0.442,0.45,7.14284E-11,0
SLC12A2,2.75332E-15,0.544794467,0.291,0.267,8.19554E-11,0
SLAIN2,2.97751E-15,0.298164555,0.513,0.531,8.86287E-11,0
THUMPD2,3.39546E-15,0.523322108,0.371,0.365,1.01069E-10,0
RANBP2,3.68857E-15,0.300837741,0.578,0.602,1.09794E-10,0
SMARCAD1,4.11261E-15,0.510621401,0.356,0.347,1.22416E-10,0
AL157938.2,4.72442E-15,0.590833674,0.322,0.307,1.40627E-10,0
GIMAP2,4.78175E-15,0.368954308,0.461,0.467,1.42334E-10,0
SUMF2,5.14661E-15,0.466471424,0.428,0.431,1.53194E-10,0
KANSL3,5.56817E-15,0.479800908,0.344,0.334,1.65742E-10,0
CD2BP2,6.36187E-15,0.5150292,0.375,0.374,1.89367E-10,0
AC016831.7,7.43003E-15,0.41346283,0.354,0.338,2.21162E-10,0
AL627171.2,8.60469E-15,0.260908173,0.321,0.294,2.56127E-10,0
CDC27,9.02465E-15,0.268984587,0.585,0.608,2.68628E-10,0
TIPRL,9.80603E-15,0.365332134,0.468,0.475,2.91886E-10,0
EP400,1.13497E-14,0.369959252,0.478,0.487,3.37836E-10,0
UNC13D,1.13941E-14,0.321667497,0.413,0.41,3.39156E-10,0
PIGB,1.172E-14,0.460362955,0.333,0.319,3.48858E-10,0
CCDC28B,1.6086E-14,0.405448664,0.271,0.243,4.78815E-10,0
HACL1,1.67433E-14,0.577601594,0.312,0.299,4.98382E-10,0
ATMIN,1.80539E-14,0.528762456,0.28,0.266,5.37393E-10,0
MKNK2,1.85187E-14,0.356924052,0.433,0.437,5.51227E-10,0
RAB18,2.13879E-14,0.321116239,0.536,0.564,6.36633E-10,0
TGFBR1,2.55193E-14,0.25206025,0.447,0.435,7.59608E-10,0
PPIL2,2.85619E-14,0.471328734,0.363,0.357,8.50173E-10,0
ACTR10,3.61015E-14,0.357973778,0.455,0.466,1.0746E-09,0
TMEM39A,3.71401E-14,0.568771569,0.287,0.273,1.10551E-09,0
GDE1,3.87328E-14,0.564800273,0.302,0.294,1.15292E-09,0
AP5M1,3.8835E-14,0.555946966,0.306,0.293,1.15596E-09,0
XPR1,4.54716E-14,0.314641324,0.548,0.563,1.35351E-09,0
FOSL2,4.56029E-14,0.308380981,0.328,0.305,1.35742E-09,0
NUP54,5.27429E-14,0.388187462,0.457,0.466,1.56995E-09,0
LARP7,5.27548E-14,0.326358824,0.533,0.549,1.5703E-09,0
CPB2-AS1,5.40193E-14,0.375645732,0.448,0.449,1.60794E-09,0
NUB1,6.27142E-14,0.27866581,0.564,0.59,1.86675E-09,0
MTO1,6.44332E-14,0.647407778,0.27,0.254,1.91792E-09,0
IP6K1,6.5039E-14,0.286207136,0.496,0.51,1.93595E-09,0
SCAMP1,7.22673E-14,0.527581882,0.35,0.341,2.15111E-09,0
SURF4,7.6305E-14,0.355065324,0.456,0.456,2.27129E-09,0
NELFCD,8.28701E-14,0.580500865,0.348,0.346,2.46671E-09,0
VGLL4,9.24119E-14,0.455233249,0.371,0.366,2.75073E-09,0
TLK2,1.26867E-13,0.254201924,0.577,0.605,3.77632E-09,0
NDUFS1,1.37692E-13,0.457509627,0.429,0.444,4.09853E-09,0
SYNJ2,1.40762E-13,0.287698057,0.369,0.347,4.18993E-09,0
FAM104A,1.42216E-13,0.381609891,0.367,0.364,4.23319E-09,0
POC1B,1.44028E-13,0.413453355,0.372,0.363,4.28713E-09,0
PHAX,1.44132E-13,0.463585469,0.358,0.352,4.29024E-09,0
ANGEL2,1.66834E-13,0.538830173,0.331,0.323,4.96598E-09,0
